CPE001;QTN0006;OTN004;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;Y
CPE001;QTN0006;OTN005;LA EDUCACION COMO DERECHO FUNDAMENTAL E INALIENABLE DEL CIUDADANO;N
CPE001;QTN0007;OTN001;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;N
CPE001;QTN0007;OTN002;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0007;OTN003;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;Y
CPE001;QTN0007;OTN004;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;N
CPE001;QTN0008;OTN001;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;N
CPE001;QTN0008;OTN002;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;Y
CPE001;QTN0008;OTN003;LA EDUCACION COMO DERECHO FUNDAMENTAL E INALIENABLE DEL CIUDADANO;N
CPE001;QTN0008;OTN004;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0009;OTN001;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0009;OTN002;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0009;OTN003;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;Y
CPE001;QTN0009;OTN004;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;N
CPE001;QTN0010;OTN001;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0010;OTN002;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0010;OTN003;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;Y
CPE001;QTN0010;OTN004;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;N
CPE001;QTN0011;OTN001;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;Y
CPE001;QTN0011;OTN002;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;N
CPE001;QTN0011;OTN003;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0011;OTN004;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;N
CPE001;QTN0012;OTN001;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;N
CPE001;QTN0012;OTN002;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;Y
CPE001;QTN0012;OTN003;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;N
CPE001;QTN0012;OTN004;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0013;OTN001;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;Y
CPE001;QTN0013;OTN002;EL PROPOSITO COMUNICATIVO ES CONVENCER AL LECTOR DE QUE LA SITUACION DESCRITA REQUIERE UNA INTERVENCION URGENTE Y SISTEMATICA POR PARTE DEL ESTADO;N
CPE001;QTN0013;OTN003;SE TRATA DE UN TEXTO CON INTENCION CLARAMENTE ARGUMENTATIVA;N
CPE001;QTN0013;OTN004;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0014;OTN001;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;Y
CPE001;QTN0014;OTN002;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0014;OTN003;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;N
CPE001;QTN0014;OTN004;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0015;OTN001;EL AUTOR SOSTIENE QUE LAS INICIATIVAS PRIVADAS SON MAS EFICIENTES QUE LAS PUBLICAS EN LA GESTION DE LOS RECURSOS DESTINADOS A ESTE CAMPO;N
CPE001;QTN0015;OTN002;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0015;OTN003;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;N
CPE001;QTN0015;OTN004;EL TEXTO ARGUMENTA QUE LAS BRECHAS ESTRUCTURALES SOLO SE SUPERAN MEDIANTE POLITICAS PUBLICAS INTEGRALES QUE RECONOZCAN LOS DERECHOS DE TODA LA CIUDADANIA;Y
CPE001;QTN0016;OTN001;LA DESCRIPCION OBJETIVA DE LAS CARACTERISTICAS DEL FENOMENO SIN ADOPTAR UNA POSICION VALORATIVA FRENTE A LAS DISTINTAS PERSPECTIVAS ACADEMICAS;N
CPE001;QTN0016;OTN002;LA DEFENSA DEL VALOR SOCIAL DEL FENOMENO DESCRITO COMO EJE ARTICULADOR DEL DESARROLLO Y GARANTIA DE BIENESTAR PARA LAS COMUNIDADES MAS VULNERABLES DEL PAIS;Y
CPE001;QTN0016;OTN003;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;N
CPE001;QTN0016;OTN004;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0017;OTN001;EL PROPOSITO COMUNICATIVO ES CONVENCER AL LECTOR DE QUE LA SITUACION DESCRITA REQUIERE UNA INTERVENCION URGENTE Y SISTEMATICA POR PARTE DEL ESTADO;N
CPE001;QTN0017;OTN002;LA DESCRIPCION OBJETIVA DE LAS CARACTERISTICAS DEL FENOMENO SIN ADOPTAR UNA POSICION VALORATIVA FRENTE A LAS DISTINTAS PERSPECTIVAS ACADEMICAS;N
CPE001;QTN0017;OTN003;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0017;OTN004;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;Y
CPE001;QTN0018;OTN001;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;Y
CPE001;QTN0018;OTN002;LA NARRACION CRONOLOGICA DE LOS EVENTOS HISTORICOS QUE DIERON ORIGEN AL FENOMENO ANALIZADO SIN EMITIR NINGUNA VALORACION SOBRE SUS CONSECUENCIAS ACTUALES;N
CPE001;QTN0018;OTN003;EL TEXTO ARGUMENTA QUE LAS BRECHAS ESTRUCTURALES SOLO SE SUPERAN MEDIANTE POLITICAS PUBLICAS INTEGRALES QUE RECONOZCAN LOS DERECHOS DE TODA LA CIUDADANIA;N
CPE001;QTN0018;OTN004;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;N
CPE001;QTN0019;OTN001;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;N
CPE001;QTN0019;OTN002;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0019;OTN003;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0019;OTN004;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;Y
CPE001;QTN0020;OTN001;LA DEFENSA DEL VALOR SOCIAL DEL FENOMENO DESCRITO COMO EJE ARTICULADOR DEL DESARROLLO Y GARANTIA DE BIENESTAR PARA LAS COMUNIDADES MAS VULNERABLES DEL PAIS;Y
CPE001;QTN0020;OTN002;LA NARRACION CRONOLOGICA DE LOS EVENTOS HISTORICOS QUE DIERON ORIGEN AL FENOMENO ANALIZADO SIN EMITIR NINGUNA VALORACION SOBRE SUS CONSECUENCIAS ACTUALES;N
CPE001;QTN0020;OTN003;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0020;OTN004;EL PROPOSITO COMUNICATIVO ES CONVENCER AL LECTOR DE QUE LA SITUACION DESCRITA REQUIERE UNA INTERVENCION URGENTE Y SISTEMATICA POR PARTE DEL ESTADO;N
CPE001;QTN0021;OTN001;IRONICO Y SATIRICO;N
CPE001;QTN0021;OTN002;INFERENCIA;N
CPE001;QTN0021;OTN003;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;N
CPE001;QTN0021;OTN004;EJEMPLIFICACION;Y
CPE001;QTN0022;OTN001;ARGUMENTATIVO;N
CPE001;QTN0022;OTN002;CONTRADICCION;N
CPE001;QTN0022;OTN003;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;Y
CPE001;QTN0022;OTN004;CONSECUENCIA;N
CPE001;QTN0022;OTN005;NEUTRAL E IMPARCIAL;N
CPE001;QTN0023;OTN001;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0023;OTN002;EXPLICACION;Y
CPE001;QTN0023;OTN003;CONTRASTE;N
CPE001;QTN0023;OTN004;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;N
CPE001;QTN0024;OTN001;ARGUMENTATIVO;Y
CPE001;QTN0024;OTN002;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0024;OTN003;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;N
CPE001;QTN0024;OTN004;EXPOSITIVO;N
CPE001;QTN0025;OTN001;LA EDUCACION COMO DERECHO FUNDAMENTAL E INALIENABLE DEL CIUDADANO;Y
CPE001;QTN0025;OTN002;CONCLUSION;N
CPE001;QTN0025;OTN003;DESCRIPTIVO;N
CPE001;QTN0025;OTN004;CRITICO Y PROPOSITIVO;N
CPE001;QTN0026;OTN001;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0026;OTN002;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;Y
CPE001;QTN0026;OTN003;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0026;OTN004;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;N
CPE001;QTN0027;OTN001;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0027;OTN002;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;N
CPE001;QTN0027;OTN003;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;N
CPE001;QTN0027;OTN004;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;Y
CPE001;QTN0028;OTN001;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0028;OTN002;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;N
CPE001;QTN0028;OTN003;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;Y
CPE001;QTN0028;OTN004;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0029;OTN001;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0029;OTN002;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0029;OTN003;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0029;OTN004;SE TRATA DE UN TEXTO CON INTENCION CLARAMENTE ARGUMENTATIVA;Y
CPE001;QTN0030;OTN001;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0030;OTN002;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0030;OTN003;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0030;OTN004;LA EDUCACION COMO DERECHO FUNDAMENTAL E INALIENABLE DEL CIUDADANO;N
CPE001;QTN0030;OTN005;UNA CONCLUSION QUE SINTETIZA EL ARGUMENTO CENTRAL DEL FRAGMENTO;Y
CPE001;QTN0031;OTN001;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;Y
CPE001;QTN0031;OTN002;LA EDUCACION COMO DERECHO FUNDAMENTAL E INALIENABLE DEL CIUDADANO;N
CPE001;QTN0031;OTN003;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0031;OTN004;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0032;OTN001;LA EDUCACION COMO DERECHO FUNDAMENTAL E INALIENABLE DEL CIUDADANO;N
CPE001;QTN0032;OTN002;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;Y
CPE001;QTN0032;OTN003;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0032;OTN004;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0033;OTN001;EL TEXTO ARGUMENTA QUE LAS BRECHAS ESTRUCTURALES SOLO SE SUPERAN MEDIANTE POLITICAS PUBLICAS INTEGRALES QUE RECONOZCAN LOS DERECHOS DE TODA LA CIUDADANIA;N
CPE001;QTN0033;OTN002;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;N
CPE001;QTN0033;OTN003;EL PROPOSITO COMUNICATIVO ES CONVENCER AL LECTOR DE QUE LA SITUACION DESCRITA REQUIERE UNA INTERVENCION URGENTE Y SISTEMATICA POR PARTE DEL ESTADO;N
CPE001;QTN0033;OTN004;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;Y
CPE001;QTN0034;OTN001;EL TEXTO ARGUMENTA QUE LAS BRECHAS ESTRUCTURALES SOLO SE SUPERAN MEDIANTE POLITICAS PUBLICAS INTEGRALES QUE RECONOZCAN LOS DERECHOS DE TODA LA CIUDADANIA;Y
CPE001;QTN0034;OTN002;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0034;OTN003;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;N
CPE001;QTN0034;OTN004;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0035;OTN001;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;Y
CPE001;QTN0035;OTN002;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0035;OTN003;SE CONCLUYE QUE EL FENOMENO ANALIZADO TIENE IMPLICACIONES DIRECTAS SOBRE LA CALIDAD DE VIDA Y LA MOVILIDAD SOCIAL DE LAS POBLACIONES MENOS FAVORECIDAS;N
CPE001;QTN0035;OTN004;LA DEFENSA DEL VALOR SOCIAL DEL FENOMENO DESCRITO COMO EJE ARTICULADOR DEL DESARROLLO Y GARANTIA DE BIENESTAR PARA LAS COMUNIDADES MAS VULNERABLES DEL PAIS;N
CPE001;QTN0036;OTN001;LA DESCRIPCION OBJETIVA DE LAS CARACTERISTICAS DEL FENOMENO SIN ADOPTAR UNA POSICION VALORATIVA FRENTE A LAS DISTINTAS PERSPECTIVAS ACADEMICAS;N
CPE001;QTN0036;OTN002;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0036;OTN003;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;Y
CPE001;QTN0036;OTN004;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;N
CPE001;QTN0037;OTN001;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0037;OTN002;SE TRATA DE UN TEXTO CON INTENCION CLARAMENTE ARGUMENTATIVA;N
CPE001;QTN0037;OTN003;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;N
CPE001;QTN0037;OTN004;EL AUTOR SOSTIENE QUE LAS INICIATIVAS PRIVADAS SON MAS EFICIENTES QUE LAS PUBLICAS EN LA GESTION DE LOS RECURSOS DESTINADOS A ESTE CAMPO;Y
CPE001;QTN0038;OTN001;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0038;OTN002;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0038;OTN003;LA DEFENSA DEL VALOR SOCIAL DEL FENOMENO DESCRITO COMO EJE ARTICULADOR DEL DESARROLLO Y GARANTIA DE BIENESTAR PARA LAS COMUNIDADES MAS VULNERABLES DEL PAIS;N
CPE001;QTN0038;OTN004;SE TRATA DE UN TEXTO CON INTENCION CLARAMENTE ARGUMENTATIVA;Y
CPE001;QTN0038;OTN005;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;N
CPE001;QTN0039;OTN001;EL PROPOSITO COMUNICATIVO ES CONVENCER AL LECTOR DE QUE LA SITUACION DESCRITA REQUIERE UNA INTERVENCION URGENTE Y SISTEMATICA POR PARTE DEL ESTADO;Y
CPE001;QTN0039;OTN002;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0039;OTN003;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0039;OTN004;LA DESCRIPCION OBJETIVA DE LAS CARACTERISTICAS DEL FENOMENO SIN ADOPTAR UNA POSICION VALORATIVA FRENTE A LAS DISTINTAS PERSPECTIVAS ACADEMICAS;N
CPE001;QTN0040;OTN001;SE TRATA DE UN TEXTO CON INTENCION CLARAMENTE ARGUMENTATIVA;N
CPE001;QTN0040;OTN002;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0040;OTN003;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0040;OTN004;EL TEXTO ARGUMENTA QUE LAS BRECHAS ESTRUCTURALES SOLO SE SUPERAN MEDIANTE POLITICAS PUBLICAS INTEGRALES QUE RECONOZCAN LOS DERECHOS DE TODA LA CIUDADANIA;Y
CPE001;QTN0041;OTN001;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;Y
CPE001;QTN0041;OTN002;DESCRIPTIVO;N
CPE001;QTN0041;OTN003;ADICION;N
CPE001;QTN0041;OTN004;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0042;OTN001;CONTRADICCION;N
CPE001;QTN0042;OTN002;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0042;OTN003;EJEMPLIFICACION;N
CPE001;QTN0042;OTN004;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;Y
CPE001;QTN0043;OTN001;EJEMPLIFICACION;N
CPE001;QTN0043;OTN002;TEMPORALIDAD;N
CPE001;QTN0043;OTN003;DESCRIPTIVO;N
CPE001;QTN0043;OTN004;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0043;OTN005;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;Y
CPE001;QTN0044;OTN001;ADICION;N
CPE001;QTN0044;OTN002;DESCRIPTIVO;Y
CPE001;QTN0044;OTN003;SE INFIERE QUE EL AUTOR DEFIENDE EL ACCESO IGUALITARIO A ESTE BIEN;N
CPE001;QTN0044;OTN004;CRITICO Y PROPOSITIVO;N
CPE001;QTN0045;OTN001;INSTRUCTIVO;N
CPE001;QTN0045;OTN002;CONCLUSION;N
CPE001;QTN0045;OTN003;EL PROPOSITO ES INFORMAR OBJETIVAMENTE SIN EMITIR JUICIO DE VALOR;N
CPE001;QTN0045;OTN004;IRONICO Y SATIRICO;N
CPE001;QTN0045;OTN005;NARRATIVO;Y
CPE001;QTN0046;OTN001;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0046;OTN002;UNA CONCLUSION QUE SINTETIZA EL ARGUMENTO CENTRAL DEL FRAGMENTO;N
CPE001;QTN0046;OTN003;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;Y
CPE001;QTN0046;OTN004;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0046;OTN005;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0047;OTN001;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;N
CPE001;QTN0047;OTN002;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0047;OTN003;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0047;OTN004;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;Y
CPE001;QTN0048;OTN001;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;Y
CPE001;QTN0048;OTN002;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;N
CPE001;QTN0048;OTN003;SE TRATA DE UN TEXTO CON INTENCION CLARAMENTE ARGUMENTATIVA;N
CPE001;QTN0048;OTN004;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0048;OTN005;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0049;OTN001;UNA CONCLUSION QUE SINTETIZA EL ARGUMENTO CENTRAL DEL FRAGMENTO;N
CPE001;QTN0049;OTN002;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;Y
CPE001;QTN0049;OTN003;EL AUTOR ADOPTA UN TONO CRITICO Y REFLEXIVO ANTE LA PROBLEMATICA;N
CPE001;QTN0049;OTN004;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0050;OTN001;ARGUMENTAR A FAVOR DE UNA REFORMA ESTRUCTURAL EN EL AMBITO TRATADO;N
CPE001;QTN0050;OTN002;LA POSICION DEL AUTOR ES FAVORABLE A LAS POLITICAS DE INCLUSION;N
CPE001;QTN0050;OTN003;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;Y
CPE001;QTN0050;OTN004;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0051;OTN001;SE TRATA DE UN TEXTO CON INTENCION CLARAMENTE ARGUMENTATIVA;Y
CPE001;QTN0051;OTN002;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0051;OTN003;EL CONECTOR ESTABLECE UNA RELACION ADVERSATIVA ENTRE LAS IDEAS;N
CPE001;QTN0051;OTN004;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;N
CPE001;QTN0052;OTN001;EL AUTOR UTILIZA DATOS ESTADISTICOS PARA SUSTENTAR SU TESIS;N
CPE001;QTN0052;OTN002;UNA RELACION DE CAUSA Y EFECTO ENTRE LOS FENOMENOS DESCRITOS;Y
CPE001;QTN0052;OTN003;LA IDEA PRINCIPAL APARECE EXPLICITAMENTE EN LA ORACION TOPICO;N
CPE001;QTN0052;OTN004;EL AUTOR DEFIENDE UNA POSICION CRITICA FRENTE AL TEMA CENTRAL DEL TEXTO;N
CPE001;QTN0053;OTN001;EL TEXTO BUSCA PERSUADIR AL LECTOR MEDIANTE EVIDENCIAS Y EJEMPLOS;N
CPE001;QTN0053;OTN002;EL PROPOSITO COMUNICATIVO ES CONVENCER AL LECTOR DE QUE LA SITUACION DESCRITA REQUIERE UNA INTERVENCION URGENTE Y SISTEMATICA POR PARTE DEL ESTADO;N
